"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDPHRWKD","TOT","USD","A","1970",27.859639,
"AUS","GDPHRWKD","TOT","USD","A","1971",28.555981,
"AUS","GDPHRWKD","TOT","USD","A","1972",29.18443,
"AUS","GDPHRWKD","TOT","USD","A","1973",29.785706,
"AUS","GDPHRWKD","TOT","USD","A","1974",29.311577,
"AUS","GDPHRWKD","TOT","USD","A","1975",30.396437,
"AUS","GDPHRWKD","TOT","USD","A","1976",30.903851,
"AUS","GDPHRWKD","TOT","USD","A","1977",30.868929,
"AUS","GDPHRWKD","TOT","USD","A","1978",32.171347,
"AUS","GDPHRWKD","TOT","USD","A","1979",32.327506,
"AUS","GDPHRWKD","TOT","USD","A","1980",32.674105,
"AUS","GDPHRWKD","TOT","USD","A","1981",33.639549,
"AUS","GDPHRWKD","TOT","USD","A","1982",34.060317,
"AUS","GDPHRWKD","TOT","USD","A","1983",34.91334,
"AUS","GDPHRWKD","TOT","USD","A","1984",35.677016,
"AUS","GDPHRWKD","TOT","USD","A","1985",34.426948,
"AUS","GDPHRWKD","TOT","USD","A","1986",34.446506,
"AUS","GDPHRWKD","TOT","USD","A","1987",35.181674,
"AUS","GDPHRWKD","TOT","USD","A","1988",35.071034,
"AUS","GDPHRWKD","TOT","USD","A","1989",35.18574,
"AUS","GDPHRWKD","TOT","USD","A","1990",35.739134,
"AUS","GDPHRWKD","TOT","USD","A","1991",36.554685,
"AUS","GDPHRWKD","TOT","USD","A","1992",37.673202,
"AUS","GDPHRWKD","TOT","USD","A","1993",37.756041,
"AUS","GDPHRWKD","TOT","USD","A","1994",37.822945,
"AUS","GDPHRWKD","TOT","USD","A","1995",38.965823,
"AUS","GDPHRWKD","TOT","USD","A","1996",40.337064,
"AUS","GDPHRWKD","TOT","USD","A","1997",41.688593,
"AUS","GDPHRWKD","TOT","USD","A","1998",43.05628,
"AUS","GDPHRWKD","TOT","USD","A","1999",43.43655,
"AUS","GDPHRWKD","TOT","USD","A","2000",43.881409,
"AUS","GDPHRWKD","TOT","USD","A","2001",45.412233,
"AUS","GDPHRWKD","TOT","USD","A","2002",46.044236,
"AUS","GDPHRWKD","TOT","USD","A","2003",47.035806,
"AUS","GDPHRWKD","TOT","USD","A","2004",46.900983,
"AUS","GDPHRWKD","TOT","USD","A","2005",47.093749,
"AUS","GDPHRWKD","TOT","USD","A","2006",47.366355,
"AUS","GDPHRWKD","TOT","USD","A","2007",47.939074,
"AUS","GDPHRWKD","TOT","USD","A","2008",49.624367,
"AUS","GDPHRWKD","TOT","USD","A","2009",49.144573,
"AUS","GDPHRWKD","TOT","USD","A","2010",49.954717,
"AUS","GDPHRWKD","TOT","USD","A","2011",50.542506,
"AUS","GDPHRWKD","TOT","USD","A","2012",51.752995,
"AUS","GDPHRWKD","TOT","USD","A","2013",52.618353,
"AUS","GDPHRWKD","TOT","USD","A","2014",52.861423,
"AUS","GDPHRWKD","TOT","USD","A","2015",54.203308,
"AUS","GDPHRWKD","TOT","USD","A","2016",54.058517,
"AUS","GDPHRWKD","TOT","USD","A","2017",54.71063,
"AUS","GDPHRWKD","TOT","USD","A","2018",54.71286,"E"
"AUS","GDPHRWKD","TOT","USD","A","2019",55.245375,"E"
"AUS","GDPHRWKD","TOT","USD","A","2020",53.623684,"E"
"AUT","GDPHRWKD","TOT","USD","A","1995",51.105772,
"AUT","GDPHRWKD","TOT","USD","A","1996",51.175266,
"AUT","GDPHRWKD","TOT","USD","A","1997",51.62205,
"AUT","GDPHRWKD","TOT","USD","A","1998",53.568424,
"AUT","GDPHRWKD","TOT","USD","A","1999",54.513967,
"AUT","GDPHRWKD","TOT","USD","A","2000",55.825179,
"AUT","GDPHRWKD","TOT","USD","A","2001",56.533555,
"AUT","GDPHRWKD","TOT","USD","A","2002",57.591558,
"AUT","GDPHRWKD","TOT","USD","A","2003",58.071618,
"AUT","GDPHRWKD","TOT","USD","A","2004",59.181589,
"AUT","GDPHRWKD","TOT","USD","A","2005",60.63234,
"AUT","GDPHRWKD","TOT","USD","A","2006",62.218785,
"AUT","GDPHRWKD","TOT","USD","A","2007",63.814049,
"AUT","GDPHRWKD","TOT","USD","A","2008",63.814456,
"AUT","GDPHRWKD","TOT","USD","A","2009",63.363388,
"AUT","GDPHRWKD","TOT","USD","A","2010",64.291488,
"AUT","GDPHRWKD","TOT","USD","A","2011",64.94796,
"AUT","GDPHRWKD","TOT","USD","A","2012",65.645538,
"AUT","GDPHRWKD","TOT","USD","A","2013",66.080679,
"AUT","GDPHRWKD","TOT","USD","A","2014",66.327394,
"AUT","GDPHRWKD","TOT","USD","A","2015",67.267651,
"AUT","GDPHRWKD","TOT","USD","A","2016",67.184974,
"AUT","GDPHRWKD","TOT","USD","A","2017",68.093236,
"AUT","GDPHRWKD","TOT","USD","A","2018",68.494476,
"AUT","GDPHRWKD","TOT","USD","A","2019",68.36376,
"AUT","GDPHRWKD","TOT","USD","A","2020",70.246131,
"BEL","GDPHRWKD","TOT","USD","A","1970",27.497166,
"BEL","GDPHRWKD","TOT","USD","A","1971",28.485856,
"BEL","GDPHRWKD","TOT","USD","A","1972",30.468756,
"BEL","GDPHRWKD","TOT","USD","A","1973",32.532014,
"BEL","GDPHRWKD","TOT","USD","A","1974",33.924965,
"BEL","GDPHRWKD","TOT","USD","A","1975",34.141031,
"BEL","GDPHRWKD","TOT","USD","A","1976",36.207479,
"BEL","GDPHRWKD","TOT","USD","A","1977",37.115528,
"BEL","GDPHRWKD","TOT","USD","A","1978",38.507129,
"BEL","GDPHRWKD","TOT","USD","A","1979",39.422417,
"BEL","GDPHRWKD","TOT","USD","A","1980",41.729091,
"BEL","GDPHRWKD","TOT","USD","A","1981",42.974937,
"BEL","GDPHRWKD","TOT","USD","A","1982",44.17632,
"BEL","GDPHRWKD","TOT","USD","A","1983",44.7383,
"BEL","GDPHRWKD","TOT","USD","A","1984",45.213096,
"BEL","GDPHRWKD","TOT","USD","A","1985",45.575369,
"BEL","GDPHRWKD","TOT","USD","A","1986",46.657876,
"BEL","GDPHRWKD","TOT","USD","A","1987",47.821332,
"BEL","GDPHRWKD","TOT","USD","A","1988",49.479833,
"BEL","GDPHRWKD","TOT","USD","A","1989",50.695138,
"BEL","GDPHRWKD","TOT","USD","A","1990",51.285906,
"BEL","GDPHRWKD","TOT","USD","A","1991",53.247397,
"BEL","GDPHRWKD","TOT","USD","A","1992",54.911491,
"BEL","GDPHRWKD","TOT","USD","A","1993",56.284298,
"BEL","GDPHRWKD","TOT","USD","A","1994",58.348072,
"BEL","GDPHRWKD","TOT","USD","A","1995",58.593596,
"BEL","GDPHRWKD","TOT","USD","A","1996",59.324556,
"BEL","GDPHRWKD","TOT","USD","A","1997",60.888272,
"BEL","GDPHRWKD","TOT","USD","A","1998",61.322735,
"BEL","GDPHRWKD","TOT","USD","A","1999",62.591788,
"BEL","GDPHRWKD","TOT","USD","A","2000",63.08917,
"BEL","GDPHRWKD","TOT","USD","A","2001",63.233672,
"BEL","GDPHRWKD","TOT","USD","A","2002",63.667303,
"BEL","GDPHRWKD","TOT","USD","A","2003",64.204011,
"BEL","GDPHRWKD","TOT","USD","A","2004",66.278551,
"BEL","GDPHRWKD","TOT","USD","A","2005",67.287921,
"BEL","GDPHRWKD","TOT","USD","A","2006",67.637137,
"BEL","GDPHRWKD","TOT","USD","A","2007",68.887444,
"BEL","GDPHRWKD","TOT","USD","A","2008",68.464336,
"BEL","GDPHRWKD","TOT","USD","A","2009",68.020751,
"BEL","GDPHRWKD","TOT","USD","A","2010",69.053627,
"BEL","GDPHRWKD","TOT","USD","A","2011",68.581978,
"BEL","GDPHRWKD","TOT","USD","A","2012",68.923207,
"BEL","GDPHRWKD","TOT","USD","A","2013",69.517696,
"BEL","GDPHRWKD","TOT","USD","A","2014",70.513657,
"BEL","GDPHRWKD","TOT","USD","A","2015",71.604653,
"BEL","GDPHRWKD","TOT","USD","A","2016",71.674769,
"BEL","GDPHRWKD","TOT","USD","A","2017",71.535158,
"BEL","GDPHRWKD","TOT","USD","A","2018",71.681495,
"BEL","GDPHRWKD","TOT","USD","A","2019",71.997619,
"CAN","GDPHRWKD","TOT","USD","A","1970",28.629921,
"CAN","GDPHRWKD","TOT","USD","A","1971",29.334365,
"CAN","GDPHRWKD","TOT","USD","A","1972",30.350246,
"CAN","GDPHRWKD","TOT","USD","A","1973",31.07351,
"CAN","GDPHRWKD","TOT","USD","A","1974",31.071951,
"CAN","GDPHRWKD","TOT","USD","A","1975",31.427784,
"CAN","GDPHRWKD","TOT","USD","A","1976",33.28053,
"CAN","GDPHRWKD","TOT","USD","A","1977",34.204027,
"CAN","GDPHRWKD","TOT","USD","A","1978",34.456076,
"CAN","GDPHRWKD","TOT","USD","A","1979",34.116931,
"CAN","GDPHRWKD","TOT","USD","A","1980",34.016491,
"CAN","GDPHRWKD","TOT","USD","A","1981",34.483961,
"CAN","GDPHRWKD","TOT","USD","A","1982",34.95985,
"CAN","GDPHRWKD","TOT","USD","A","1983",35.772644,
"CAN","GDPHRWKD","TOT","USD","A","1984",36.744884,
"CAN","GDPHRWKD","TOT","USD","A","1985",37.074654,
"CAN","GDPHRWKD","TOT","USD","A","1986",36.758123,
"CAN","GDPHRWKD","TOT","USD","A","1987",36.928036,
"CAN","GDPHRWKD","TOT","USD","A","1988",37.281976,
"CAN","GDPHRWKD","TOT","USD","A","1989",37.371447,
"CAN","GDPHRWKD","TOT","USD","A","1990",37.329579,
"CAN","GDPHRWKD","TOT","USD","A","1991",37.657788,
"CAN","GDPHRWKD","TOT","USD","A","1992",38.428156,
"CAN","GDPHRWKD","TOT","USD","A","1993",39.205668,
"CAN","GDPHRWKD","TOT","USD","A","1994",39.985071,
"CAN","GDPHRWKD","TOT","USD","A","1995",40.473261,
"CAN","GDPHRWKD","TOT","USD","A","1996",40.384258,
"CAN","GDPHRWKD","TOT","USD","A","1997",41.11408,
"CAN","GDPHRWKD","TOT","USD","A","1998",41.878901,
"CAN","GDPHRWKD","TOT","USD","A","1999",42.937024,
"CAN","GDPHRWKD","TOT","USD","A","2000",44.285388,
"CAN","GDPHRWKD","TOT","USD","A","2001",44.991861,
"CAN","GDPHRWKD","TOT","USD","A","2002",45.721803,
"CAN","GDPHRWKD","TOT","USD","A","2003",45.835459,
"CAN","GDPHRWKD","TOT","USD","A","2004",46.221376,
"CAN","GDPHRWKD","TOT","USD","A","2005",47.247735,
"CAN","GDPHRWKD","TOT","USD","A","2006",47.751732,
"CAN","GDPHRWKD","TOT","USD","A","2007",47.748713,
"CAN","GDPHRWKD","TOT","USD","A","2008",47.612779,
"CAN","GDPHRWKD","TOT","USD","A","2009",47.84147,
"CAN","GDPHRWKD","TOT","USD","A","2010",48.328378,
"CAN","GDPHRWKD","TOT","USD","A","2011",49.118031,
"CAN","GDPHRWKD","TOT","USD","A","2012",49.22531,
"CAN","GDPHRWKD","TOT","USD","A","2013",49.879102,
"CAN","GDPHRWKD","TOT","USD","A","2014",51.187305,
"CAN","GDPHRWKD","TOT","USD","A","2015",51.051617,
"CAN","GDPHRWKD","TOT","USD","A","2016",51.135179,
"CAN","GDPHRWKD","TOT","USD","A","2017",52.046638,
"CAN","GDPHRWKD","TOT","USD","A","2018",52.212832,
"CAN","GDPHRWKD","TOT","USD","A","2019",52.691958,
"CAN","GDPHRWKD","TOT","USD","A","2020",56.612082,
"CZE","GDPHRWKD","TOT","USD","A","1993",21.584056,
"CZE","GDPHRWKD","TOT","USD","A","1994",22.182228,
"CZE","GDPHRWKD","TOT","USD","A","1995",23.555989,
"CZE","GDPHRWKD","TOT","USD","A","1996",24.464831,
"CZE","GDPHRWKD","TOT","USD","A","1997",24.396092,
"CZE","GDPHRWKD","TOT","USD","A","1998",24.433029,
"CZE","GDPHRWKD","TOT","USD","A","1999",24.918613,
"CZE","GDPHRWKD","TOT","USD","A","2000",25.998047,
"CZE","GDPHRWKD","TOT","USD","A","2001",27.994158,
"CZE","GDPHRWKD","TOT","USD","A","2002",28.429678,
"CZE","GDPHRWKD","TOT","USD","A","2003",29.901424,
"CZE","GDPHRWKD","TOT","USD","A","2004",31.147574,
"CZE","GDPHRWKD","TOT","USD","A","2005",32.765277,
"CZE","GDPHRWKD","TOT","USD","A","2006",34.781571,
"CZE","GDPHRWKD","TOT","USD","A","2007",36.256014,
"CZE","GDPHRWKD","TOT","USD","A","2008",36.139167,
"CZE","GDPHRWKD","TOT","USD","A","2009",35.303035,
"CZE","GDPHRWKD","TOT","USD","A","2010",36.128328,
"CZE","GDPHRWKD","TOT","USD","A","2011",36.734795,
"CZE","GDPHRWKD","TOT","USD","A","2012",36.886973,
"CZE","GDPHRWKD","TOT","USD","A","2013",37.004724,
"CZE","GDPHRWKD","TOT","USD","A","2014",37.432375,
"CZE","GDPHRWKD","TOT","USD","A","2015",39.390083,
"CZE","GDPHRWKD","TOT","USD","A","2016",39.251558,
"CZE","GDPHRWKD","TOT","USD","A","2017",40.595969,
"CZE","GDPHRWKD","TOT","USD","A","2018",41.152718,
"CZE","GDPHRWKD","TOT","USD","A","2019",42.016644,
"CZE","GDPHRWKD","TOT","USD","A","2020",42.126489,
"DNK","GDPHRWKD","TOT","USD","A","1970",27.472263,
"DNK","GDPHRWKD","TOT","USD","A","1971",28.866758,
"DNK","GDPHRWKD","TOT","USD","A","1972",30.399818,
"DNK","GDPHRWKD","TOT","USD","A","1973",32.058011,
"DNK","GDPHRWKD","TOT","USD","A","1974",32.263526,
"DNK","GDPHRWKD","TOT","USD","A","1975",33.589438,
"DNK","GDPHRWKD","TOT","USD","A","1976",34.830328,
"DNK","GDPHRWKD","TOT","USD","A","1977",36.121419,
"DNK","GDPHRWKD","TOT","USD","A","1978",37.157283,
"DNK","GDPHRWKD","TOT","USD","A","1979",38.436488,
"DNK","GDPHRWKD","TOT","USD","A","1980",38.140141,
"DNK","GDPHRWKD","TOT","USD","A","1981",39.262832,
"DNK","GDPHRWKD","TOT","USD","A","1982",40.358549,
"DNK","GDPHRWKD","TOT","USD","A","1983",41.560958,
"DNK","GDPHRWKD","TOT","USD","A","1984",42.8173,
"DNK","GDPHRWKD","TOT","USD","A","1985",43.900178,
"DNK","GDPHRWKD","TOT","USD","A","1986",44.851916,
"DNK","GDPHRWKD","TOT","USD","A","1987",45.762837,
"DNK","GDPHRWKD","TOT","USD","A","1988",46.660917,
"DNK","GDPHRWKD","TOT","USD","A","1989",47.63771,
"DNK","GDPHRWKD","TOT","USD","A","1990",49.031726,
"DNK","GDPHRWKD","TOT","USD","A","1991",50.313361,
"DNK","GDPHRWKD","TOT","USD","A","1992",51.179633,
"DNK","GDPHRWKD","TOT","USD","A","1993",52.15734,
"DNK","GDPHRWKD","TOT","USD","A","1994",55.487238,
"DNK","GDPHRWKD","TOT","USD","A","1995",56.312932,
"DNK","GDPHRWKD","TOT","USD","A","1996",57.655533,
"DNK","GDPHRWKD","TOT","USD","A","1997",58.073442,
"DNK","GDPHRWKD","TOT","USD","A","1998",58.006556,
"DNK","GDPHRWKD","TOT","USD","A","1999",58.597376,
"DNK","GDPHRWKD","TOT","USD","A","2000",59.954667,
"DNK","GDPHRWKD","TOT","USD","A","2001",59.743007,
"DNK","GDPHRWKD","TOT","USD","A","2002",60.234191,
"DNK","GDPHRWKD","TOT","USD","A","2003",61.228274,
"DNK","GDPHRWKD","TOT","USD","A","2004",63.183454,
"DNK","GDPHRWKD","TOT","USD","A","2005",64.048343,
"DNK","GDPHRWKD","TOT","USD","A","2006",64.892447,
"DNK","GDPHRWKD","TOT","USD","A","2007",65.012119,
"DNK","GDPHRWKD","TOT","USD","A","2008",64.044269,
"DNK","GDPHRWKD","TOT","USD","A","2009",63.453957,
"DNK","GDPHRWKD","TOT","USD","A","2010",65.937261,
"DNK","GDPHRWKD","TOT","USD","A","2011",66.165566,
"DNK","GDPHRWKD","TOT","USD","A","2012",67.430176,
"DNK","GDPHRWKD","TOT","USD","A","2013",67.960405,
"DNK","GDPHRWKD","TOT","USD","A","2014",69.036988,
"DNK","GDPHRWKD","TOT","USD","A","2015",70.022816,
"DNK","GDPHRWKD","TOT","USD","A","2016",70.856515,
"DNK","GDPHRWKD","TOT","USD","A","2017",72.180878,
"DNK","GDPHRWKD","TOT","USD","A","2018",73.807286,
"DNK","GDPHRWKD","TOT","USD","A","2019",74.966797,
"DNK","GDPHRWKD","TOT","USD","A","2020",75.360565,
"FIN","GDPHRWKD","TOT","USD","A","1970",17.891602,
"FIN","GDPHRWKD","TOT","USD","A","1971",18.769753,
"FIN","GDPHRWKD","TOT","USD","A","1972",20.19845,
"FIN","GDPHRWKD","TOT","USD","A","1973",21.394049,
"FIN","GDPHRWKD","TOT","USD","A","1974",22.072285,
"FIN","GDPHRWKD","TOT","USD","A","1975",23.448613,
"FIN","GDPHRWKD","TOT","USD","A","1976",23.786178,
"FIN","GDPHRWKD","TOT","USD","A","1977",24.380215,
"FIN","GDPHRWKD","TOT","USD","A","1978",25.257122,
"FIN","GDPHRWKD","TOT","USD","A","1979",26.824261,
"FIN","GDPHRWKD","TOT","USD","A","1980",27.771568,
"FIN","GDPHRWKD","TOT","USD","A","1981",27.779305,
"FIN","GDPHRWKD","TOT","USD","A","1982",28.581813,
"FIN","GDPHRWKD","TOT","USD","A","1983",29.73621,
"FIN","GDPHRWKD","TOT","USD","A","1984",30.670306,
"FIN","GDPHRWKD","TOT","USD","A","1985",31.718514,
"FIN","GDPHRWKD","TOT","USD","A","1986",33.029039,
"FIN","GDPHRWKD","TOT","USD","A","1987",33.730281,
"FIN","GDPHRWKD","TOT","USD","A","1988",35.290565,
"FIN","GDPHRWKD","TOT","USD","A","1989",36.666578,
"FIN","GDPHRWKD","TOT","USD","A","1990",37.54624,
"FIN","GDPHRWKD","TOT","USD","A","1991",37.838024,
"FIN","GDPHRWKD","TOT","USD","A","1992",39.207823,
"FIN","GDPHRWKD","TOT","USD","A","1993",41.346917,
"FIN","GDPHRWKD","TOT","USD","A","1994",43.178352,
"FIN","GDPHRWKD","TOT","USD","A","1995",43.940799,
"FIN","GDPHRWKD","TOT","USD","A","1996",44.848465,
"FIN","GDPHRWKD","TOT","USD","A","1997",46.233053,
"FIN","GDPHRWKD","TOT","USD","A","1998",48.089855,
"FIN","GDPHRWKD","TOT","USD","A","1999",49.182399,
"FIN","GDPHRWKD","TOT","USD","A","2000",51.309839,
"FIN","GDPHRWKD","TOT","USD","A","2001",52.287908,
"FIN","GDPHRWKD","TOT","USD","A","2002",52.788651,
"FIN","GDPHRWKD","TOT","USD","A","2003",53.884684,
"FIN","GDPHRWKD","TOT","USD","A","2004",55.707489,
"FIN","GDPHRWKD","TOT","USD","A","2005",56.779062,
"FIN","GDPHRWKD","TOT","USD","A","2006",58.155532,
"FIN","GDPHRWKD","TOT","USD","A","2007",60.024417,
"FIN","GDPHRWKD","TOT","USD","A","2008",59.322583,
"FIN","GDPHRWKD","TOT","USD","A","2009",56.695101,
"FIN","GDPHRWKD","TOT","USD","A","2010",58.669818,
"FIN","GDPHRWKD","TOT","USD","A","2011",59.482446,
"FIN","GDPHRWKD","TOT","USD","A","2012",58.526417,
"FIN","GDPHRWKD","TOT","USD","A","2013",58.741949,
"FIN","GDPHRWKD","TOT","USD","A","2014",58.857955,
"FIN","GDPHRWKD","TOT","USD","A","2015",59.336748,
"FIN","GDPHRWKD","TOT","USD","A","2016",60.730655,
"FIN","GDPHRWKD","TOT","USD","A","2017",62.258937,
"FIN","GDPHRWKD","TOT","USD","A","2018",61.650666,
"FIN","GDPHRWKD","TOT","USD","A","2019",61.616595,
"FIN","GDPHRWKD","TOT","USD","A","2020",61.123868,
"FRA","GDPHRWKD","TOT","USD","A","1970",23.895838,
"FRA","GDPHRWKD","TOT","USD","A","1971",25.08375,
"FRA","GDPHRWKD","TOT","USD","A","1972",26.770467,
"FRA","GDPHRWKD","TOT","USD","A","1973",28.316172,
"FRA","GDPHRWKD","TOT","USD","A","1974",29.760027,
"FRA","GDPHRWKD","TOT","USD","A","1975",30.117225,
"FRA","GDPHRWKD","TOT","USD","A","1976",30.736344,
"FRA","GDPHRWKD","TOT","USD","A","1977",32.177911,
"FRA","GDPHRWKD","TOT","USD","A","1978",33.831663,
"FRA","GDPHRWKD","TOT","USD","A","1979",34.864781,
"FRA","GDPHRWKD","TOT","USD","A","1980",35.437723,
"FRA","GDPHRWKD","TOT","USD","A","1981",36.265538,
"FRA","GDPHRWKD","TOT","USD","A","1982",38.617471,
"FRA","GDPHRWKD","TOT","USD","A","1983",39.556884,
"FRA","GDPHRWKD","TOT","USD","A","1984",40.521273,
"FRA","GDPHRWKD","TOT","USD","A","1985",42.149867,
"FRA","GDPHRWKD","TOT","USD","A","1986",43.080524,
"FRA","GDPHRWKD","TOT","USD","A","1987",43.50535,
"FRA","GDPHRWKD","TOT","USD","A","1988",44.910327,
"FRA","GDPHRWKD","TOT","USD","A","1989",46.511042,
"FRA","GDPHRWKD","TOT","USD","A","1990",47.626606,
"FRA","GDPHRWKD","TOT","USD","A","1991",48.223343,
"FRA","GDPHRWKD","TOT","USD","A","1992",49.384037,
"FRA","GDPHRWKD","TOT","USD","A","1993",49.843589,
"FRA","GDPHRWKD","TOT","USD","A","1994",50.872062,
"FRA","GDPHRWKD","TOT","USD","A","1995",52.137055,
"FRA","GDPHRWKD","TOT","USD","A","1996",52.705155,
"FRA","GDPHRWKD","TOT","USD","A","1997",53.577234,
"FRA","GDPHRWKD","TOT","USD","A","1998",54.902497,
"FRA","GDPHRWKD","TOT","USD","A","1999",55.693666,
"FRA","GDPHRWKD","TOT","USD","A","2000",57.168797,
"FRA","GDPHRWKD","TOT","USD","A","2001",58.238429,
"FRA","GDPHRWKD","TOT","USD","A","2002",59.938668,
"FRA","GDPHRWKD","TOT","USD","A","2003",60.280773,
"FRA","GDPHRWKD","TOT","USD","A","2004",60.946954,
"FRA","GDPHRWKD","TOT","USD","A","2005",61.487911,
"FRA","GDPHRWKD","TOT","USD","A","2006",63.018745,
"FRA","GDPHRWKD","TOT","USD","A","2007",62.723395,
"FRA","GDPHRWKD","TOT","USD","A","2008",62.323215,
"FRA","GDPHRWKD","TOT","USD","A","2009",61.685771,
"FRA","GDPHRWKD","TOT","USD","A","2010",62.484285,
"FRA","GDPHRWKD","TOT","USD","A","2011",63.109941,
"FRA","GDPHRWKD","TOT","USD","A","2012",63.316137,
"FRA","GDPHRWKD","TOT","USD","A","2013",64.173601,
"FRA","GDPHRWKD","TOT","USD","A","2014",64.791079,
"FRA","GDPHRWKD","TOT","USD","A","2015",65.316731,
"FRA","GDPHRWKD","TOT","USD","A","2016",65.499243,
"FRA","GDPHRWKD","TOT","USD","A","2017",66.881126,
"FRA","GDPHRWKD","TOT","USD","A","2018",67.176349,
"FRA","GDPHRWKD","TOT","USD","A","2019",67.788495,
"FRA","GDPHRWKD","TOT","USD","A","2020",68.030732,
"DEU","GDPHRWKD","TOT","USD","A","1970",24.997145,
"DEU","GDPHRWKD","TOT","USD","A","1971",26.088089,
"DEU","GDPHRWKD","TOT","USD","A","1972",27.388072,
"DEU","GDPHRWKD","TOT","USD","A","1973",28.785134,
"DEU","GDPHRWKD","TOT","USD","A","1974",29.947238,
"DEU","GDPHRWKD","TOT","USD","A","1975",31.074,
"DEU","GDPHRWKD","TOT","USD","A","1976",32.522757,
"DEU","GDPHRWKD","TOT","USD","A","1977",33.862079,
"DEU","GDPHRWKD","TOT","USD","A","1978",34.907447,
"DEU","GDPHRWKD","TOT","USD","A","1979",35.906958,
"DEU","GDPHRWKD","TOT","USD","A","1980",36.209255,
"DEU","GDPHRWKD","TOT","USD","A","1981",36.81123,
"DEU","GDPHRWKD","TOT","USD","A","1982",37.192097,
"DEU","GDPHRWKD","TOT","USD","A","1983",38.412381,
"DEU","GDPHRWKD","TOT","USD","A","1984",39.426925,
"DEU","GDPHRWKD","TOT","USD","A","1985",40.336667,
"DEU","GDPHRWKD","TOT","USD","A","1986",40.947861,
"DEU","GDPHRWKD","TOT","USD","A","1987",41.507998,
"DEU","GDPHRWKD","TOT","USD","A","1988",42.578714,
"DEU","GDPHRWKD","TOT","USD","A","1989",44.060484,
"DEU","GDPHRWKD","TOT","USD","A","1990",45.617388,
"DEU","GDPHRWKD","TOT","USD","A","1991",47.203373,
"DEU","GDPHRWKD","TOT","USD","A","1992",48.408308,
"DEU","GDPHRWKD","TOT","USD","A","1993",49.35082,
"DEU","GDPHRWKD","TOT","USD","A","1994",50.628,
"DEU","GDPHRWKD","TOT","USD","A","1995",51.390581,
"DEU","GDPHRWKD","TOT","USD","A","1996",52.255597,
"DEU","GDPHRWKD","TOT","USD","A","1997",53.53631,
"DEU","GDPHRWKD","TOT","USD","A","1998",54.081496,
"DEU","GDPHRWKD","TOT","USD","A","1999",54.695538,
"DEU","GDPHRWKD","TOT","USD","A","2000",56.051436,
"DEU","GDPHRWKD","TOT","USD","A","2001",57.4591,
"DEU","GDPHRWKD","TOT","USD","A","2002",57.991792,
"DEU","GDPHRWKD","TOT","USD","A","2003",58.437853,
"DEU","GDPHRWKD","TOT","USD","A","2004",58.970058,
"DEU","GDPHRWKD","TOT","USD","A","2005",59.900695,
"DEU","GDPHRWKD","TOT","USD","A","2006",60.858653,
"DEU","GDPHRWKD","TOT","USD","A","2007",61.577685,
"DEU","GDPHRWKD","TOT","USD","A","2008",61.593702,
"DEU","GDPHRWKD","TOT","USD","A","2009",59.739676,
"DEU","GDPHRWKD","TOT","USD","A","2010",61.116778,
"DEU","GDPHRWKD","TOT","USD","A","2011",62.706421,
"DEU","GDPHRWKD","TOT","USD","A","2012",63.093299,
"DEU","GDPHRWKD","TOT","USD","A","2013",63.392823,
"DEU","GDPHRWKD","TOT","USD","A","2014",64.049842,
"DEU","GDPHRWKD","TOT","USD","A","2015",64.376152,
"DEU","GDPHRWKD","TOT","USD","A","2016",65.248665,
"DEU","GDPHRWKD","TOT","USD","A","2017",66.347734,
"DEU","GDPHRWKD","TOT","USD","A","2018",66.383779,
"DEU","GDPHRWKD","TOT","USD","A","2019",66.360411,
"DEU","GDPHRWKD","TOT","USD","A","2020",66.339493,
"GRC","GDPHRWKD","TOT","USD","A","1983",26.798966,
"GRC","GDPHRWKD","TOT","USD","A","1984",28.344962,
"GRC","GDPHRWKD","TOT","USD","A","1985",28.104417,
"GRC","GDPHRWKD","TOT","USD","A","1986",28.30755,
"GRC","GDPHRWKD","TOT","USD","A","1987",28.271235,
"GRC","GDPHRWKD","TOT","USD","A","1988",29.162797,
"GRC","GDPHRWKD","TOT","USD","A","1989",29.555554,
"GRC","GDPHRWKD","TOT","USD","A","1990",29.483335,
"GRC","GDPHRWKD","TOT","USD","A","1991",30.494327,
"GRC","GDPHRWKD","TOT","USD","A","1992",29.884303,
"GRC","GDPHRWKD","TOT","USD","A","1993",28.879733,
"GRC","GDPHRWKD","TOT","USD","A","1994",29.389458,
"GRC","GDPHRWKD","TOT","USD","A","1995",29.99159,
"GRC","GDPHRWKD","TOT","USD","A","1996",31.042286,
"GRC","GDPHRWKD","TOT","USD","A","1997",32.59479,
"GRC","GDPHRWKD","TOT","USD","A","1998",32.422947,
"GRC","GDPHRWKD","TOT","USD","A","1999",33.475086,
"GRC","GDPHRWKD","TOT","USD","A","2000",34.621511,
"GRC","GDPHRWKD","TOT","USD","A","2001",36.030243,
"GRC","GDPHRWKD","TOT","USD","A","2002",36.69674,
"GRC","GDPHRWKD","TOT","USD","A","2003",38.312286,
"GRC","GDPHRWKD","TOT","USD","A","2004",39.482712,
"GRC","GDPHRWKD","TOT","USD","A","2005",38.362487,
"GRC","GDPHRWKD","TOT","USD","A","2006",40.004897,
"GRC","GDPHRWKD","TOT","USD","A","2007",41.050636,
